web-scraper-order,web-scraper-start-url,champion,champion-href,Counters,Countered
"1515286343-744","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Singed","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Singed/","Ornn",""
"1515286848-1827","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Heimerdinger","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Heimerdinger/","Akali",""
"1515286289-628","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Syndra","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Syndra/","","Katarina"
"1515286615-1361","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lucian","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lucian/","","Yasuo"
"1515286674-1505","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kha'Zix","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Khazix/","","Udyr"
"1515286985-2234","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Caitlyn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Caitlyn/","Jhin",""
"1515286081-206","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Wukong","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/MonkeyKing/","Yasuo",""
"1515286454-971","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rakan","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rakan/","","Leona"
"1515286782-1775","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ivern","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ivern/","","Twitch"
"1515286968-2188","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Cho'Gath","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Chogath/","","Shyvana"
"1515286044-89","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zed","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zed/","","Vladimir"
"1515286073-163","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xerath","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Xerath/","Syndra",""
"1515286444-952","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rammus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rammus/","","JarvanIV"
"1515286031-51","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zilean","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zilean/","","Katarina"
"1515286897-1958","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Galio","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Galio/","","Janna"
"1515286929-2066","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Elise","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Elise/","","XinZhao"
"1515287042-2370","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ashe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ashe/","","KogMaw"
"1515286929-2059","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Elise","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Elise/","Nocturne",""
"1515286546-1195","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Morgana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Morgana/","Leblanc",""
"1515286891-1940","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gangplank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gangplank/","","Yorick"
"1515286752-1715","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jax","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jax/","Graves",""
"1515287080-2450","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Akali","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Akali/","Ryze",""
"1515286502-1067","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Olaf","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Olaf/","Ornn",""
"1515286462-975","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Quinn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Quinn/","Kassadin",""
"1515286482-1012","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Pantheon","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Pantheon/","MasterYi",""
"1515286689-1541","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kayn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kayn/","","Warwick"
"1515286963-2162","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Corki","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Corki/","Lucian",""
"1515287001-2277","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Brand","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Brand/","TwistedFate",""
"1515286444-947","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rammus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rammus/","","Jax"
"1515286940-2099","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Draven","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Draven/","","KogMaw"
"1515286289-617","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Syndra","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Syndra/","Galio",""
"1515287055-2396","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Anivia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Anivia/","Ryze",""
"1515286588-1305","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Malphite","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Malphite/","MonkeyKing",""
"1515286657-1459","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kled","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kled/","Olaf",""
"1515286637-1418","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lee Sin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/LeeSin/","","Maokai"
"1515286885-1917","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Garen","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Garen/","Udyr",""
"1515286832-1794","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Irelia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Irelia/","","Illaoi"
"1515286416-918","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Renekton","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Renekton/","","Poppy"
"1515286050-93","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zac","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zac/","LeeSin",""
"1515286709-1590","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kassadin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kassadin/","Azir",""
"1515286495-1047","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Orianna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Orianna/","Viktor",""
"1515286528-1145","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nautilus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nautilus/","","LeeSin"
"1515286253-555","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taric","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taric/","","Teemo"
"1515286521-1118","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nidalee","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nidalee/","MonkeyKing",""
"1515286031-47","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zilean","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zilean/","","Janna"
"1515286073-175","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xerath","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Xerath/","","Janna"
"1515286050-94","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zac","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zac/","Rengar",""
"1515286761-1746","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jarvan IV","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/JarvanIV/","","Evelynn"
"1515286077-188","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xayah","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Xayah/","Sivir",""
"1515286534-1162","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nasus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nasus/","","Teemo"
"1515286709-1594","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kassadin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kassadin/","","Gangplank"
"1515286615-1366","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lucian","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lucian/","","MissFortune"
"1515286946-2109","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Dr. Mundo","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/DrMundo/","Kayn",""
"1515286275-593","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taliyah","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taliyah/","","Xerath"
"1515286104-270","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vladimir","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vladimir/","","Pantheon"
"1515286305-665","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Soraka","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Soraka/","","Alistar"
"1515286702-1582","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Katarina","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Katarina/","","Vladimir"
"1515286914-2006","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Fiddlesticks","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Fiddlesticks/","Nautilus",""
"1515286218-476","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Trundle","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Trundle/","LeeSin",""
"1515286631-1403","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Leona","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Leona/","","Bard"
"1515286322-702","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Skarner","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Skarner/","","Rammus"
"1515287029-2340","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Azir","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Azir/","","TwistedFate"
"1515286665-1492","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kindred","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kindred/","","Nocturne"
"1515286582-1283","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Malzahar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Malzahar/","Jayce",""
"1515286857-1852","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Hecarim","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Hecarim/","","Shaco"
"1515286322-700","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Skarner","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Skarner/","","Elise"
"1515286184-427","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Twitch","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Twitch/","","KogMaw"
"1515286885-1923","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Garen","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Garen/","","JarvanIV"
"1515286974-2206","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Cassiopeia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Cassiopeia/","","Ziggs"
"1515286218-480","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Trundle","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Trundle/","","Lulu"
"1515286940-2091","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Draven","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Draven/","Kalista",""
"1515287021-2322","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Bard","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Bard/","","Nami"
"1515286576-1269","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Maokai","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Maokai/","Urgot",""
"1515286328-704","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sivir","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sivir/","Lucian",""
"1515286657-1466","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kled","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kled/","Udyr",""
"1515286349-773","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shyvana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shyvana/","","Camille"
"1515286770-1755","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Janna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Janna/","Rakan",""
"1515286044-79","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zed","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zed/","Taliyah",""
"1515286073-176","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xerath","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Xerath/","","Leona"
"1515286695-1554","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kayle","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kayle/","Illaoi",""
"1515286096-237","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Volibear","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Volibear/","Elise",""
"1515286115-289","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vi","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vi/","Graves",""
"1515286897-1952","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Galio","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Galio/","Ekko",""
"1515286689-1536","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kayn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kayn/","Rengar",""
"1515286335-728","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sion","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sion/","Karma",""
"1515286546-1206","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Morgana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Morgana/","","Shen"
"1515286950-2136","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Diana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Diana/","","Warwick"
"1515286369-811","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sejuani","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sejuani/","Gragas",""
"1515286582-1293","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Malzahar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Malzahar/","","Ziggs"
"1515286648-1451","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kog'Maw","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/KogMaw/","","MissFortune"
